ANO,SG_UF_ESC,DEPENDENCIA,N_INSCRITOS,N_PARTICIPANTES_D1,N_PARTICIPANTES_D2,N_PARTICIPANTES_D1D2,PERC_PARTIC_D1,PERC_PARTIC_D2,PERC_PARTIC_D1D2,MEDIA_CH,MEDIA_LC,MEDIA_CN,MEDIA_MT,MEDIA_REDACAO,MEDIA_GERAL,MEDIA_COMP1,MEDIA_COMP2,MEDIA_COMP3,MEDIA_COMP4,MEDIA_COMP5,N_REDACOES,N_RED_SEM_PROBLEMAS,N_RED_ANULADA,N_RED_COPIA_TEXTO_MOTIVADOR,N_RED_EM_BRANCO,N_RED_FERE_DH,N_RED_FUGA_TEMA,N_RED_TIPO_TEXTUAL,N_RED_TEXTO_INSUFICIENTE,N_RED_PARTE_DESCONECTADA,PERC_RED_SEM_PROBLEMAS,PERC_RED_ANULADA,PERC_RED_COPIA_TEXTO_MOTIVADOR,PERC_RED_EM_BRANCO,PERC_RED_FERE_DH,PERC_RED_FUGA_TEMA,PERC_RED_TIPO_TEXTUAL,PERC_RED_TEXTO_INSUFICIENTE,PERC_RED_PARTE_DESCONECTADA
2018,GO,Privada,9191,8841,8723,8717,"96,19","94,91","94,84","615,17","571,4","555,92","612,31","680,52","608,07","142,12","138,95","132,05","147,27","120,13",8841,8803,1,5,19,0,7,0,3,3,"99,57","0,01","0,06","0,21",0,"0,08",0,"0,03","0,03"
2018,MA,Estadual,42554,34551,32984,32869,"81,19","77,51","77,24","520,64","479,94","456,6","483,8","433,16","476,51","111,13","81,35","77,15","108,18","55,35",34551,32935,33,329,416,0,722,8,66,42,"95,32","0,1","0,95","1,2",0,"2,09","0,02","0,19","0,12"
2018,MA,Federal,2552,2420,2371,2366,"94,83","92,91","92,71","582,46","545,37","508,34","552,36","576,82","554,41","130,79","116,05","110,88","129,21","89,9",2420,2378,1,2,24,0,6,0,7,2,"98,26","0,04","0,08","0,99",0,"0,25",0,"0,29","0,08"
2018,MA,Municipal,248,186,177,176,75,"71,37","70,97","501,96","457,75","450,2","472,19","394,73","456,68","103,66","75,59","69,89","101,29","44,3",186,173,0,2,3,0,5,0,2,1,"93,01",0,"1,08","1,61",0,"2,69",0,"1,08","0,54"
2018,MA,Privada,4536,4401,4327,4322,"97,02","95,39","95,28","595,03","551,68","525,36","572,21","621,14","574,19","137,5","125,03","118,9","138,94","100,78",4401,4353,0,19,15,0,10,0,3,1,"98,91",0,"0,43","0,34",0,"0,23",0,"0,07","0,02"
2018,MG,Estadual,109024,89516,84762,84616,"82,11","77,75","77,61","556,85","515,78","485,57","526,04","492,19","517,75","119,73","96,96","91,96","114,59","68,95",89516,87030,89,334,1228,0,535,27,202,71,"97,22","0,1","0,37","1,37",0,"0,6","0,03","0,23","0,08"
2018,MG,Federal,5751,5591,5545,5544,"97,22","96,42","96,4","636,26","592,26","576,27","657,82","705,14","633,99","145,24","145,02","139,18","147,62","128,07",5591,5574,3,3,7,0,2,0,2,0,"99,7","0,05","0,05","0,13",0,"0,04",0,"0,04",0
2018,MG,Municipal,1653,1333,1267,1267,"80,64","76,65","76,65","581,43","537,01","512,38","554,08","534,12","547,35","124,77","106,41","102,82","119,71","80,41",1333,1297,3,3,17,0,10,2,0,1,"97,3","0,23","0,23","1,28",0,"0,75","0,15",0,"0,08"
2018,MG,Privada,21535,21075,20920,20909,"97,86","97,14","97,09","642,04","593,7","584,82","662,68","736,89","644,62","149,21","151,75","144,65","155,45","135,83",21075,21010,2,7,31,0,12,0,9,4,"99,69","0,01","0,03","0,15",0,"0,06",0,"0,04","0,02"
2018,MS,Estadual,14694,11640,10923,10897,"79,22","74,34","74,16","545,96","507,25","478,04","505,61","463,49","502,64","115,94","90,82","85,6","110,65","60,48",11640,11308,8,40,135,0,107,4,26,12,"97,15","0,07","0,34","1,16",0,"0,92","0,03","0,22","0,1"
2018,MS,Federal,760,691,673,673,"90,92","88,55","88,55","611,62","572,74","543,15","606,83","630,22","594,21","136,67","130,16","124,49","135,69","103,21",691,686,0,0,3,0,1,0,1,0,"99,28",0,0,"0,43",0,"0,14",0,"0,14",0
2018,MS,Municipal,58,41,41,41,"70,69","70,69","70,69","533,03","485,23",460,"500,77","408,78","477,56","107,8","75,12","73,66","104,88","47,32",41,40,0,0,0,0,1,0,0,0,"97,56",0,0,0,0,"2,44",0,0,0
2018,MS,Privada,2674,2539,2486,2483,"94,95","92,97","92,86","618,27","575,53","562,33","615,21","676,53","610,89","142,23","139,61","133,37","145,39","115,94",2539,2517,0,4,7,0,7,1,2,1,"99,13",0,"0,16","0,28",0,"0,28","0,04","0,08","0,04"
2018,MT,Estadual,18420,14386,13437,13355,"78,1","72,95","72,5","533,9","494,46","466,86","497,08","433,76","488,21","109,68","83,68","78,77","105,62","56,01",14386,13631,15,79,384,0,195,11,54,17,"94,75","0,1","0,55","2,67",0,"1,36","0,08","0,38","0,12"
2018,MT,Federal,1931,1846,1805,1802,"95,6","93,47","93,32","596,12","556,69","526,04","572,55","612,25","574,09","133,1","125,29","118,13","132,5","103,24",1846,1830,0,1,11,0,2,0,1,1,"99,13",0,"0,05","0,6",0,"0,11",0,"0,05","0,05"
2018,MT,Municipal,47,27,23,23,"57,45","48,94","48,94","526,52","503,3","474,01","466,6","424,44","484,67","110,37","79,26","76,3","106,67","51,85",27,26,0,0,1,0,0,0,0,0,"96,3",0,0,"3,7",0,0,0,0,0
2018,MT,Privada,3081,2974,2912,2909,"96,53","94,51","94,42","609,31","562,85","542,04","603,61","655,21","596,23","138,57","133,66","126,02","143,57","113,39",2974,2937,2,3,18,0,7,0,3,4,"98,76","0,07","0,1","0,61",0,"0,24",0,"0,1","0,13"
2018,PA,Estadual,47478,39304,37341,37249,"82,78","78,65","78,46","528,02","484,16","460,16","490,04","455,81","485,82","112,95","87,07","82,52","111,35","61,92",39304,37642,44,316,534,0,553,20,114,81,"95,77","0,11","0,8","1,36",0,"1,41","0,05","0,29","0,21"
2018,PA,Federal,1116,1034,1014,1012,"92,65","90,86","90,68","599,2","555,03","527,79","572,2","627,49","577,76","135,73","126,02","122,13","139,07","104,55",1034,1029,1,0,3,0,1,0,0,0,"99,52","0,1",0,"0,29",0,"0,1",0,0,0
2018,PA,Municipal,1619,1182,1106,1105,"73,01","68,31","68,25","519,23","473,6","453,61","480,55","424,69","472,31","107,34","80,85","75,96","106,8","53,74",1182,1126,1,12,13,0,23,0,1,6,"95,26","0,08","1,02","1,1",0,"1,95",0,"0,08","0,51"
2018,PA,Privada,9669,9397,9300,9292,"97,19","96,18","96,1","605,49","557,5","530,69","577,09","665,91","588,34","139,94","133,16","126,88","147,56","118,38",9397,9297,3,24,42,0,13,1,13,4,"98,94","0,03","0,26","0,45",0,"0,14","0,01","0,14","0,04"
2018,PB,Estadual,21016,17654,16923,16886,84,"80,52","80,35","530,63","488,76","461,73","496,34","457,7","489,19","112,98","87,5","82,79","110,36","64,08",17654,16836,13,157,336,0,225,5,53,29,"95,37","0,07","0,89","1,9",0,"1,27","0,03","0,3","0,16"
2018,PB,Federal,1351,1299,1282,1280,"96,15","94,89","94,74","605,39","561,64","527,09","591,93","631,75","584,24","135,98","127,76","122,48","136,43","109,1",1299,1288,0,1,5,0,2,0,3,0,"99,15",0,"0,08","0,38",0,"0,15",0,"0,23",0
2018,PB,Municipal,106,88,85,85,"83,02","80,19","80,19","530,4","496,63","463,31","493,08","453,18","487,58","113,18","85,68","80,91","109,09","64,32",88,86,0,2,0,0,0,0,0,0,"97,73",0,"2,27",0,0,0,0,0,0
2018,PB,Privada,5929,5849,5803,5802,"98,65","97,87","97,86","609,73","560,42","539,73","601,86","670,34","597,29","141,48","134,86","127,67","148,04","118,28",5849,5804,0,12,16,0,10,0,7,0,"99,23",0,"0,21","0,27",0,"0,17",0,"0,12",0
2018,PE,Estadual,70095,51111,48214,48085,"72,92","68,78","68,6","532,58","493,31","466,22","506,13","448,17","492,38","110,89","86,96","82,11","107,03","61,18",51111,48009,48,474,1439,0,817,23,219,82,"93,93","0,09","0,93","2,82",0,"1,6","0,05","0,43","0,16"
2018,PE,Federal,1560,1470,1450,1446,"94,23","92,95","92,69","610,39","569,35","542,48","612,25","636,86","595,2","137,05","132,16","125,81","136,39","105,44",1470,1458,0,2,6,0,2,0,1,1,"99,18",0,"0,14","0,41",0,"0,14",0,"0,07","0,07"
2018,PE,Municipal,97,65,58,58,"67,01","59,79","59,79","524,88","471,82","467,19","489,54","432,31","485,37","105,23",88,"82,46","97,54","59,08",65,61,0,1,1,0,2,0,0,0,"93,85",0,"1,54","1,54",0,"3,08",0,0,0
2018,PE,Privada,10618,10423,10345,10340,"98,16","97,43","97,38","612,49","568,04","540,56","610,06","647,44","596,32","139,58","131,99","126,1","140,98","108,8",10423,10324,3,27,47,0,14,0,7,1,"99,05","0,03","0,26","0,45",0,"0,13",0,"0,07","0,01"
2018,PI,Estadual,22766,19308,18670,18646,"84,81","82,01","81,9","520,5",479,"455,98","487,08","440,67","478,18","109,78","84,21","79,24","108,08","59,36",19308,18485,17,229,246,0,261,13,37,20,"95,74","0,09","1,19","1,27",0,"1,35","0,07","0,19","0,1"
2018,PI,Federal,1312,1288,1284,1283,"98,17","97,87","97,79","597,51","559,32","525,74","583,82","655,68","584,66","138,15","133,71","126,72","141,44","115,65",1288,1284,1,1,2,0,0,0,0,0,"99,69","0,08","0,08","0,16",0,0,0,0,0
2018,PI,Municipal,165,116,114,114,"70,3","69,09","69,09","485,61","448,75","433,49","458,48","341,72","434,26","95,69","62,07","58,97","88,79","36,21",116,104,0,1,4,0,4,1,2,0,"89,66",0,"0,86","3,45",0,"3,45","0,86","1,72",0
2018,PI,Privada,4877,4775,4752,4748,"97,91","97,44","97,35","614,53","569,91","547,78","611,33","695,15","608,03","144,45","141,01","132,85","152,78","124,07",4775,4745,0,18,6,0,2,1,3,0,"99,37",0,"0,38","0,13",0,"0,04","0,02","0,06",0
2018,PR,Estadual,53097,41447,38541,38492,"78,06","72,59","72,49","560,61","517,99","483,13","517,93","466,76","512,07","117,77","91,94","87,13","109,95","59,95",41447,40359,27,88,527,0,330,14,76,26,"97,37","0,07","0,21","1,27",0,"0,8","0,03","0,18","0,06"
2018,PR,Federal,1433,1345,1320,1319,"93,86","92,11","92,04","634,23","592,69","566,22","632,84","641,44","613,97",140,"134,99","129,43","135,35","101,68",1345,1343,0,1,1,0,0,0,0,0,"99,85",0,"0,07","0,07",0,0,0,0,0
2018,PR,Municipal,117,67,61,60,"57,26","52,14","51,28","548,58","495,06",469,"499,73","426,57","489,37","109,25","83,88",80,"101,49","51,94",67,64,0,0,0,0,2,0,0,1,"95,52",0,0,0,0,"2,99",0,0,"1,49"
2018,PR,Privada,14082,12990,12597,12585,"92,25","89,45","89,37","623,52","580,98","561,32",621,"625,77","603,8","138,01","130,59","124,59","133,88","98,7",12990,12930,3,6,31,0,8,2,7,3,"99,54","0,02","0,05","0,24",0,"0,06","0,02","0,05","0,02"
2018,RJ,Estadual,66935,52292,48797,48698,"78,12","72,9","72,75","553,74","515,57","474,74","511,34","475,14","508,88","117,11","94,31","89,2","110,41","64,11",52292,50385,78,194,946,0,431,24,180,54,"96,35","0,15","0,37","1,81",0,"0,82","0,05","0,34","0,1"
2018,RJ,Federal,4718,4438,4363,4355,"94,07","92,48","92,31","642,33","600,32","575,55","659,07","707,56","637,86","146,04","146,5","140,8","148,57","125,65",4438,4420,0,1,6,0,3,2,6,0,"99,59",0,"0,02","0,14",0,"0,07","0,05","0,14",0
2018,RJ,Municipal,1197,907,853,853,"75,77","71,26","71,26","571,43","534,28","492,52","538,89","519,34","534,1","121,17","104,21","99,71","117,55","76,69",907,871,1,4,19,0,10,0,1,1,"96,03","0,11","0,44","2,09",0,"1,1",0,"0,11","0,11"
2018,RJ,Privada,29650,28515,28026,27998,"96,17","94,52","94,43","621,89","577,3","550,05","617,64","664,96","607,63","141,26","137,14","129,96","143,63","112,96",28515,28336,10,17,92,0,35,1,22,2,"99,37","0,04","0,06","0,32",0,"0,12",0,"0,08","0,01"
2018,RN,Estadual,15246,12485,11857,11824,"81,89","77,77","77,55","531,82","491,79","461,45","498,2","446,19","488,22","111,53","86,1","81,34","107,73","59,5",12485,11917,17,73,241,0,164,5,54,14,"95,45","0,14","0,58","1,93",0,"1,31","0,04","0,43","0,11"
2018,RN,Federal,2770,2679,2645,2643,"96,71","95,49","95,42","614,61","579,68","544,01","614,05","677,45","606,42",142,"140,17","134,71","143,45","117,11",2679,2660,2,3,8,0,0,0,4,2,"99,29","0,07","0,11","0,3",0,0,0,"0,15","0,07"
2018,RN,Municipal,62,45,43,43,"72,58","69,35","69,35","518,91","488,5","459,58","502,85",448,"486,98",112,88,"80,89",108,"59,11",45,43,0,0,0,0,2,0,0,0,"95,56",0,0,0,0,"4,44",0,0,0
2018,RN,Privada,4650,4560,4510,4508,"98,06","96,99","96,95","606,84","563,04","538,19","596,97","644,79","590,93","138,03","130,62","123,61","141,55","110,98",4560,4514,5,5,20,0,12,1,2,1,"98,99","0,11","0,11","0,44",0,"0,26","0,02","0,04","0,02"
2018,RO,Estadual,12019,9262,8583,8558,"77,06","71,41","71,2","533,08","493,72","467,19","498,96","444,92","490,81","109,8","86,4","81,64","106,47","60,61",9262,8772,10,60,211,0,155,12,28,14,"94,71","0,11","0,65","2,28",0,"1,67","0,13","0,3","0,15"
2018,RO,Federal,1003,960,936,934,"95,71","93,32","93,12","587,7","556,99","517,11","570,61","598,15","567,43","130,88","122,19","115,38","130,23","99,48",960,952,0,0,6,0,2,0,0,0,"99,17",0,0,"0,62",0,"0,21",0,0,0
2018,RO,Municipal,26,14,11,11,"53,85","42,31","42,31","519,74","463,73","468,3","494,45","284,29","463,5","82,86","47,14","48,57","77,14","28,57",14,11,0,0,1,0,2,0,0,0,"78,57",0,0,"7,14",0,"14,29",0,0,0
2018,RO,Privada,924,883,864,862,"95,56","93,51","93,29","598,19","558,02","532,23","587,66","607,23","578,02","133,11","125,75","118,19","132,5","97,67",883,875,0,1,4,0,1,0,1,1,"99,09",0,"0,11","0,45",0,"0,11",0,"0,11","0,11"
2018,RR,Estadual,2807,2068,1885,1878,"73,67","67,15","66,9","531,62","495,92","471,68","500,07","423,93","488,38","110,76","81,31","77,63","104,63","49,59",2068,1941,3,14,63,0,35,1,11,0,"93,86","0,15","0,68","3,05",0,"1,69","0,05","0,53",0
2018,RR,Federal,405,364,352,351,"89,88","86,91","86,67","575,22","546,95","503,92","549,72","545,66","545,73","128,63","107,47","103,24","125,99","80,33",364,362,0,1,1,0,0,0,0,0,"99,45",0,"0,27","0,27",0,0,0,0,0
2018,RR,Municipal,2,1,1,1,50,50,50,"550,1",505,"429,1","494,3",340,"463,7",100,40,40,120,40,1,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2018,RR,Privada,337,330,323,322,"97,92","95,85","95,55","604,45","562,2","533,15","578,34","577,88","572,33","134,18","115,82","109,7","128,73","89,45",330,327,0,0,2,0,1,0,0,0,"99,09",0,0,"0,61",0,"0,3",0,0,0
2018,RS,Estadual,39524,31610,29269,29220,"79,98","74,05","73,93","563,73","521,79","482,73","522,12","488,13","518,93","120,33","96,74","92,47","113,14","65,45",31610,30669,31,53,605,0,146,13,75,18,"97,02","0,1","0,17","1,91",0,"0,46","0,04","0,24","0,06"
2018,RS,Federal,2612,2468,2423,2423,"94,49","92,76","92,76","619,69","577,88","546,28","612,91","624,77","597,46","136,74","129,22","123,72","133,06","102,03",2468,2454,0,0,10,0,1,0,1,2,"99,43",0,0,"0,41",0,"0,04",0,"0,04","0,08"
2018,RS,Municipal,606,449,423,422,"74,09","69,8","69,64","566,48","522,09","487,13","524,74","492,2","522,28","119,47","98,75","95,19","111,71","67,08",449,436,1,0,8,0,3,0,1,0,"97,1","0,22",0,"1,78",0,"0,67",0,"0,22",0
2018,RS,Privada,5064,4655,4501,4496,"91,92","88,88","88,78","610,59","570,74","537,7","595,65","616,14","588,28","135,97","127,57","121,36","131,93","99,3",4655,4607,1,4,31,0,5,1,6,0,"98,97","0,02","0,09","0,67",0,"0,11","0,02","0,13",0
2018,SC,Estadual,34162,27023,25190,25156,"79,1","73,74","73,64","567,28","522,7","486,92","526,57","491,17","521,59","120,87","98,55","93,73","112,83","65,18",27023,26415,12,35,336,0,150,9,51,15,"97,75","0,04","0,13","1,24",0,"0,56","0,03","0,19","0,06"
2018,SC,Federal,2392,2238,2204,2200,"93,56","92,14","91,97","622,91","579,31","555,21","614,8","614,25","598,41","135,71","126,57","123,14","130,18","98,66",2238,2224,0,0,8,0,2,0,4,0,"99,37",0,0,"0,36",0,"0,09",0,"0,18",0
2018,SC,Municipal,364,240,214,213,"65,93","58,79","58,52","570,75","526,82","507,38","539,76","469,92","527,88",117,"94,08","90,5","106,83","61,5",240,229,1,2,2,0,5,0,1,0,"95,42","0,42","0,83","0,83",0,"2,08",0,"0,42",0
2018,SC,Privada,8195,7744,7532,7527,"94,5","91,91","91,85","627,37","584,7","566,16","630,18","639,18","610,8","139,45","133,2","126,18","137,19","103,16",7744,7699,3,3,22,0,11,0,3,3,"99,42","0,04","0,04","0,28",0,"0,14",0,"0,04","0,04"
2018,SE,Estadual,12177,9965,9541,9522,"81,83","78,35","78,2","533,66","490,93",464,"492,72","472,93","493,03","113,33","92,21","86,31","111,07","70,02",9965,9557,8,72,163,0,110,11,33,11,"95,91","0,08","0,72","1,64",0,"1,1","0,11","0,33","0,11"
2018,SE,Federal,443,409,398,398,"92,33","89,84","89,84","598,1","555,47","521,11","572,27","637,8","578,54","135,99","131,44","122,49","136,72","111,15",409,403,0,0,5,0,0,0,0,1,"98,53",0,0,"1,22",0,0,0,0,"0,24"
2018,SE,Municipal,4,3,3,3,75,75,75,"487,47","436,93","433,57","430,67","86,67","375,06",20,"13,33","13,33","26,67","13,33",3,1,0,0,1,0,1,0,0,0,"33,33",0,0,"33,33",0,"33,33",0,0,0
2018,SE,Privada,3938,3853,3830,3826,"97,84","97,26","97,16","608,11","562,53","541,97","595,33","682,98","598,81","140,91","140,15","131,59","147,7","122,64",3853,3812,0,13,19,0,4,0,3,2,"98,94",0,"0,34","0,49",0,"0,1",0,"0,08","0,05"
2018,SP,Estadual,222264,169921,157348,156935,"76,45","70,79","70,61","560,44","525,26","482,37","527,21","479,24","517,72","117,83","96,88","91,75","110,4","62,38",169921,165419,218,405,2339,0,994,75,371,100,"97,35","0,13","0,24","1,38",0,"0,58","0,04","0,22","0,06"
2018,SP,Federal,1269,1214,1196,1192,"95,67","94,25","93,93","626,5","586,52","562,14","628,09","647,97","610,78","138,78","137,55","129,36","135,42","106,87",1214,1208,0,1,2,0,1,1,1,0,"99,51",0,"0,08","0,16",0,"0,08","0,08","0,08",0
2018,SP,Municipal,6008,4757,4447,4433,"79,18","74,02","73,78","575,34","540,88","498,86","546,83","516,85","537,96","122,94","105,12","100,52","115,57","72,7",4757,4667,9,7,42,0,25,3,3,1,"98,11","0,19","0,15","0,88",0,"0,53","0,06","0,06","0,02"
2018,SP,Privada,68700,65562,64124,64063,"95,43","93,34","93,25","624,11","583,59","561,27","625,45","641,54","608,12","138,57","133,52","127,72","136,05","105,67",65562,65310,14,36,88,0,71,4,28,11,"99,62","0,02","0,05","0,13",0,"0,11","0,01","0,04","0,02"
2018,TO,Estadual,11038,8594,8092,8073,"77,86","73,31","73,14","521,11","480,7","460,24","489,26","446,7","481,84","111,86","86,22","81,39","109,92","57,31",8594,8301,7,60,111,0,78,6,23,8,"96,59","0,08","0,7","1,29",0,"0,91","0,07","0,27","0,09"
2018,TO,Federal,705,672,659,658,"95,32","93,48","93,33","590,86","552,35","521,02","560,97","590,03","564,21","132,44","120,68","113,81","131,61","91,49",672,665,0,0,3,0,4,0,0,0,"98,96",0,0,"0,45",0,"0,6",0,0,0
2018,TO,Municipal,9,2,2,2,"22,22","22,22","22,22","526,2","471,85","476,65","450,6",490,"483,06",90,110,100,90,100,2,2,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2018,TO,Privada,1059,1021,1006,1005,"96,41",95,"94,9","618,2","571,25","562,25","615,18","682,92","611,51","142,62","141,9","133,69","146,97","117,73",1021,1013,0,3,3,0,1,0,1,0,"99,22",0,"0,29","0,29",0,"0,1",0,"0,1",0
2019,AC,Estadual,4549,4062,3836,3829,"89,29","84,33","84,17","471,64","492,52","442,95","477,78","529,79","486,2","112,01","115,55","105,87","116,46","79,9",4062,3885,7,33,52,0,58,1,17,9,"95,64","0,17","0,81","1,28",0,"1,43","0,02","0,42","0,22"
2019,AC,Federal,435,428,421,421,"98,39","96,78","96,78","514,98","528,04","500,74","539,73","650,23","547,57","130,28","137,66","128,18","137,01","117,1",428,424,0,0,0,0,3,0,1,0,"99,07",0,0,0,0,"0,7",0,"0,23",0
2019,AC,Municipal,9,7,6,6,"77,78","66,67","66,67","464,36","453,96","417,3","429,32","431,43","431,76","97,14","94,29","91,43","108,57",40,7,6,0,0,0,0,1,0,0,0,"85,71",0,0,0,0,"14,29",0,0,0
2019,AC,Privada,337,332,330,330,"98,52","97,92","97,92","570,81","560,5","531,28","593,62","791,45","609,83","147,23","167,77","154,88","163,43","158,13",332,330,0,2,0,0,0,0,0,0,"99,4",0,"0,6",0,0,0,0,0,0
2019,AL,Estadual,13410,11470,10955,10943,"85,53","81,69","81,6","460,54","478,86","433,3","467,74","506,1","471,96","106,88","110,71","101,31","110,6","76,6",11470,10533,8,148,418,0,272,11,69,11,"91,83","0,07","1,29","3,64",0,"2,37","0,1","0,6","0,1"
2019,AL,Federal,1626,1547,1529,1527,"95,14","94,03","93,91","537,86","545,19","510,05","580,37","679,56","571,3","135,33","143,75","135,36","140,98","124,14",1547,1527,0,2,12,0,3,0,2,1,"98,71",0,"0,13","0,78",0,"0,19",0,"0,13","0,06"
2019,AL,Municipal,12,5,5,5,"41,67","41,67","41,67","477,96","481,66",494,"496,06",500,"489,94",112,116,104,112,56,5,5,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2019,AL,Privada,2503,2468,2449,2449,"98,6","97,84","97,84","537,64","544,79","508,79","582,1","693,21",574,"136,11","148,07","137,19","143,23","128,61",2468,2430,0,11,14,0,8,0,5,0,"98,46",0,"0,45","0,57",0,"0,32",0,"0,2",0
2019,AM,Estadual,22813,18799,17574,17507,"82,4","77,04","76,74","467,44","487,61","437,6","470,26","490,18","473,85","109,91","106,56","100,5","109,9","63,3",18799,17398,19,364,360,0,504,12,101,41,"92,55","0,1","1,94","1,91",0,"2,68","0,06","0,54","0,22"
2019,AM,Federal,1351,1228,1189,1186,"90,9","88,01","87,79","506,68","524,52","482,35",525,"605,77","530,59","129,38","127,31","122,43","131,24","95,41",1228,1213,0,3,6,0,6,0,0,0,"98,78",0,"0,24","0,49",0,"0,49",0,0,0
2019,AM,Municipal,64,40,37,37,"62,5","57,81","57,81","445,64","455,29","408,22","458,74","436,5","439,14","101,5",97,93,"97,5","47,5",40,36,0,2,2,0,0,0,0,0,90,0,5,5,0,0,0,0,0
2019,AM,Privada,1589,1484,1438,1436,"93,39","90,5","90,37","556,72","563,94","527,01","595,36","680,62","587,25","139,6","139,23","137,2","144,25","120,35",1484,1458,0,5,8,0,8,1,3,1,"98,25",0,"0,34","0,54",0,"0,54","0,07","0,2","0,07"
2019,AP,Estadual,5112,4494,4240,4237,"87,91","82,94","82,88","464,19","480,27","434,26","462,13","509,57","473,13","109,06","111,28","103,84","111,34","74,05",4494,4161,3,53,133,0,110,2,29,3,"92,59","0,07","1,18","2,96",0,"2,45","0,04","0,65","0,07"
2019,AP,Federal,451,438,428,428,"97,12","94,9","94,9","523,9","536,27","496,15","538,74","636,85","548,36","129,54","135,39","127,99","133,24","110,68",438,433,0,0,2,0,1,0,2,0,"98,86",0,0,"0,46",0,"0,23",0,"0,46",0
2019,AP,Privada,572,551,539,539,"96,33","94,23","94,23","544,67","550,5","506,83","553,75","699,89","572,68","138,66","147,3","141,6","145,77","126,57",551,545,0,3,2,0,1,0,0,0,"98,91",0,"0,54","0,36",0,"0,18",0,0,0
2019,BA,Estadual,58065,50234,47992,47895,"86,51","82,65","82,49","474,75","493,09","445,54","479,33","525,73","485,92","110,94","114,02","105,48","113,63","81,66",50234,47504,42,459,1075,0,912,41,151,50,"94,57","0,08","0,91","2,14",0,"1,82","0,08","0,3","0,1"
2019,BA,Federal,3244,3085,3045,3041,"95,1","93,87","93,74","557,91","558,33","526,83","589,23","694,35","586,15","138,59","146,1","140,53","142,67","126,46",3085,3068,0,1,7,0,5,0,4,0,"99,45",0,"0,03","0,23",0,"0,16",0,"0,13",0
2019,BA,Municipal,388,335,318,318,"86,34","81,96","81,96","458,42","479,19","439,76","468,16","509,07","474,65","108,84","110,21","103,16","113,49","73,37",335,313,0,1,3,0,14,0,3,1,"93,43",0,"0,3","0,9",0,"4,18",0,"0,9","0,3"
2019,BA,Privada,8626,8411,8316,8307,"97,51","96,41","96,3","563,75","561,57","535,11","607,73","726,94","600,06","141,09","154,58","144,74","150,08","136,45",8411,8351,1,11,23,0,12,0,8,5,"99,29","0,01","0,13","0,27",0,"0,14",0,"0,1","0,06"
2019,Brasil,Estadual,924321,786279,744846,743392,"85,07","80,58","80,43","485,94","503,87","455,01","497,21","535,23","498,19","114,12","115,45","106,98","115,49","83,19",786279,745222,877,7664,17606,0,10787,693,2627,802,"94,78","0,11","0,97","2,24",0,"1,37","0,09","0,33","0,1"
2019,Brasil,Federal,49087,47343,46717,46676,"96,45","95,17","95,09","559,48","559,15","532,02","605,68","698,7","591,85","138,48","146,53","139,34","144,29","130,06",47343,46968,17,43,196,0,69,3,38,9,"99,21","0,04","0,09","0,41",0,"0,15","0,01","0,08","0,02"
2019,Brasil,Municipal,9650,8286,7873,7856,"85,87","81,59","81,41","509,13","522,91","478,99","526,44","565,46","523,18","119,74","120,68","112,87","120,21","91,95",8286,7984,8,38,115,0,101,9,19,12,"96,36","0,1","0,46","1,39",0,"1,22","0,11","0,23","0,14"
2019,Brasil,Privada,164329,158324,156068,155964,"96,35","94,97","94,91","571,59","567,97","544,78","627,83","729,44","609,3","142,58","153,23","144,8","150,99","137,83",158324,157236,30,225,500,0,182,15,104,32,"99,31","0,02","0,14","0,32",0,"0,11","0,01","0,07","0,02"
2019,CE,Estadual,104293,84431,81120,80652,"80,96","77,78","77,33","469,45","486,37","443,09","486,42","504,71","480,76","105,66","109,12","100,16","109,45","80,32",84431,76374,149,1827,3093,0,2273,180,401,134,"90,46","0,18","2,16","3,66",0,"2,69","0,21","0,47","0,16"
2019,CE,Federal,1137,1080,1074,1070,"94,99","94,46","94,11","544,88","548,28","517,19","590,28","678,17","576,34","134,83","141,56","135,04","140,43","126,31",1080,1066,0,0,10,0,2,1,0,1,"98,7",0,0,"0,93",0,"0,19","0,09",0,"0,09"
2019,CE,Municipal,146,78,73,72,"53,42",50,"49,32","474,81","492,58","444,48","454,64","455,64","467,32","98,21","100,77","91,03","99,74","65,9",78,70,0,0,2,0,3,0,2,1,"89,74",0,0,"2,56",0,"3,85",0,"2,56","1,28"
2019,CE,Privada,6737,6549,6497,6495,"97,21","96,44","96,41","575,58","568,06","550,11","639,98","777,11","622,91","147,96","162,73","152,49","161,62","152,31",6549,6512,1,10,20,0,4,0,2,0,"99,44","0,02","0,15","0,31",0,"0,06",0,"0,03",0
2019,DF,Estadual,15063,13626,13045,13028,"90,46","86,6","86,49","498,62","521,6","465,26","502,72","563,93","512,85","119,28","120,95","112,84","118,57","92,29",13626,13197,6,35,262,0,75,12,28,11,"96,85","0,04","0,26","1,92",0,"0,55","0,09","0,21","0,08"
