ANO,SG_UF_ESC,DEPENDENCIA,N_INSCRITOS,N_PARTICIPANTES_D1,N_PARTICIPANTES_D2,N_PARTICIPANTES_D1D2,PERC_PARTIC_D1,PERC_PARTIC_D2,PERC_PARTIC_D1D2,MEDIA_CH,MEDIA_LC,MEDIA_CN,MEDIA_MT,MEDIA_REDACAO,MEDIA_GERAL,MEDIA_COMP1,MEDIA_COMP2,MEDIA_COMP3,MEDIA_COMP4,MEDIA_COMP5,N_REDACOES,N_RED_SEM_PROBLEMAS,N_RED_ANULADA,N_RED_COPIA_TEXTO_MOTIVADOR,N_RED_EM_BRANCO,N_RED_FERE_DH,N_RED_FUGA_TEMA,N_RED_TIPO_TEXTUAL,N_RED_TEXTO_INSUFICIENTE,N_RED_PARTE_DESCONECTADA,PERC_RED_SEM_PROBLEMAS,PERC_RED_ANULADA,PERC_RED_COPIA_TEXTO_MOTIVADOR,PERC_RED_EM_BRANCO,PERC_RED_FERE_DH,PERC_RED_FUGA_TEMA,PERC_RED_TIPO_TEXTUAL,PERC_RED_TEXTO_INSUFICIENTE,PERC_RED_PARTE_DESCONECTADA
2021,AM,Federal,1193,1025,981,979,"85,92","82,23","82,06","513,98","502,15","487,93","524,38","620,18","531,64","124,37","136,29","118,05","131,51","109,95",1025,1001,1,0,15,0,4,0,3,1,"97,66","0,1",0,"1,46",0,"0,39",0,"0,29","0,1"
2021,AM,Municipal,266,132,118,117,"49,62","44,36","43,98","434,13","414,17","422,01","451,22","383,94","421,91","81,82","93,48","77,12","85,91","45,61",132,107,0,4,5,0,14,0,1,1,"81,06",0,"3,03","3,79",0,"10,61",0,"0,76","0,76"
2021,AM,Privada,1762,1623,1556,1555,"92,11","88,31","88,25","555,67","539,24","523,01","574,76","689,72","578,42","133,6","151,39","129,27","143,12","132,35",1623,1593,0,3,18,0,6,0,3,0,"98,15",0,"0,18","1,11",0,"0,37",0,"0,18",0
2021,AP,Estadual,2223,1676,1559,1555,"75,39","70,13","69,95","472,15","454,99","448,39","473,44","534,44","479,49","106,12","121,23","102,24",114,"90,85",1676,1551,0,13,58,0,34,5,12,3,"92,54",0,"0,78","3,46",0,"2,03","0,3","0,72","0,18"
2021,AP,Federal,46,34,33,33,"73,91","71,74","71,74","544,66","524,9","486,69","528,86","637,65","545,32","121,76","146,47",120,"128,82","120,59",34,34,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2021,AP,Municipal,1,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
2021,AP,Privada,593,571,565,564,"96,29","95,28","95,11","545,1","526,41","510,11","549,79","697,51","566,94","130,16","154,15","130,82","145,74","136,64",571,558,0,4,6,0,3,0,0,0,"97,72",0,"0,7","1,05",0,"0,53",0,0,0
2021,BA,Estadual,33045,22602,21167,21085,"68,4","64,06","63,81","477,49","465,04","456,62","485,82","547,35","489,34","106,85","125,6","103,91","115,62","95,37",22602,21496,24,81,482,0,392,20,67,40,"95,11","0,11","0,36","2,13",0,"1,73","0,09","0,3","0,18"
2021,BA,Federal,3369,2958,2887,2884,"87,8","85,69","85,6","566,01","541,66","527,26","586,16","708,08","587,04","133,04","159,09","131,97","143,94","140,05",2958,2934,1,1,13,0,7,0,1,1,"99,19","0,03","0,03","0,44",0,"0,24",0,"0,03","0,03"
2021,BA,Municipal,327,185,170,167,"56,57","51,99","51,07","453,93","442,98","438,22","457,94","519,78","464,79","102,16","119,78","100,22","113,3","84,32",185,175,0,1,4,0,5,0,0,0,"94,59",0,"0,54","2,16",0,"2,7",0,0,0
2021,BA,Privada,11299,10908,10758,10746,"96,54","95,21","95,11","556,23","537,5","525,64","583,74","733,2","588,11","134,7","163,01","134,61","150,99","149,89",10908,10803,5,9,57,0,21,1,11,1,"99,04","0,05","0,08","0,52",0,"0,19","0,01","0,1","0,01"
2021,Brasil,Estadual,548998,385168,361767,360253,"70,16","65,9","65,62","489,74","478,41","463,89","502,4","552,25","500,66","109,32","125,77","104,63","116,7","95,82",385168,362419,417,2264,10857,0,6852,347,1511,501,"94,09","0,11","0,59","2,82",0,"1,78","0,09","0,39","0,13"
2021,Brasil,Federal,46789,42065,41089,41021,"89,9","87,82","87,67","565,61","542,3","531,6","599,38","695,35","588,49","131,65","155,05","128,66","142,44","137,54",42065,41388,26,15,433,0,122,6,63,12,"98,39","0,06","0,04","1,03",0,"0,29","0,01","0,15","0,03"
2021,Brasil,Municipal,7254,5216,4907,4887,"71,91","67,65","67,37","503,58","489,97","475,82","521,27","568,98","515,05","112,65","129,33","107,32","119,34","100,35",5216,4968,2,20,120,0,87,2,12,5,"95,25","0,04","0,38","2,3",0,"1,67","0,04","0,23","0,1"
2021,Brasil,Privada,210765,200441,196508,196290,"95,1","93,24","93,13","565,49","544,58","538,42","607,07","727,04","597,78","136,18","160,78","133,84","149,77","146,46",200441,198497,73,130,1182,0,318,18,204,19,"99,03","0,04","0,06","0,59",0,"0,16","0,01","0,1","0,01"
2021,CE,Estadual,84753,54133,51133,50631,"63,87","60,33","59,74","469,36","461,27","448,5","483,37","507,87","477,96","99,1","116,54","96,45","108,34","87,44",54133,48124,91,769,2577,0,2042,98,323,109,"88,9","0,17","1,42","4,76",0,"3,77","0,18","0,6","0,2"
2021,CE,Federal,1047,941,919,917,"89,88","87,77","87,58",549,"528,77","517,18","584,2","673,77","572,01","128,1","149,05","125,08","138,17","133,37",941,918,0,0,18,0,5,0,0,0,"97,56",0,0,"1,91",0,"0,53",0,0,0
2021,CE,Municipal,81,43,36,36,"53,09","44,44","44,44","459,09",446,"447,46","474,24","494,88","470,76","99,53","115,35","95,81","106,51","77,67",43,40,0,0,1,0,2,0,0,0,"93,02",0,0,"2,33",0,"4,65",0,0,0
2021,CE,Privada,7278,7024,6924,6919,"96,51","95,14","95,07","572,53","544,89","544,47","621,8","766,59","611,28","140,99","167,65","139,78","158,58","159,58",7024,6959,3,8,38,0,8,0,8,0,"99,07","0,04","0,11","0,54",0,"0,11",0,"0,11",0
2021,DF,Estadual,10030,8407,8017,8000,"83,82","79,93","79,76","503,56","495,84","472,33","507,54","567,5","511,31","114,25","128,7","107,72","119,18","97,65",8407,8117,7,21,153,0,84,1,18,6,"96,55","0,08","0,25","1,82",0,1,"0,01","0,21","0,07"
2021,DF,Federal,809,753,725,725,"93,08","89,62","89,62","559,28","541,78","533,31","592,52","642,74","576,17","127,62","144,86","120,93","132,7","116,63",753,738,1,0,9,0,3,0,1,1,"98,01","0,13",0,"1,2",0,"0,4",0,"0,13","0,13"
2021,DF,Privada,6074,5846,5757,5749,"96,25","94,78","94,65","574,63","557,31","548,71","609,5","711,51","601,41","136,11","158,11","130,85","146,38","140,08",5846,5789,2,2,40,0,8,0,3,2,"99,02","0,03","0,03","0,68",0,"0,14",0,"0,05","0,03"
2021,ES,Estadual,12408,9730,9099,9079,"78,42","73,33","73,17","497,37","485,78","473,06","513,56","578,06","513,02","113,21","129,38","107,75","120,73",107,9730,9283,7,39,263,0,90,9,31,8,"95,41","0,07","0,4","2,7",0,"0,92","0,09","0,32","0,08"
2021,ES,Federal,2036,1923,1884,1882,"94,45","92,53","92,44","596,21","566,25","571,21","648,73","745,36","626,84","139,41","164,65","136,18","152,93","152,19",1923,1901,3,1,15,0,1,1,1,0,"98,86","0,16","0,05","0,78",0,"0,05","0,05","0,05",0
2021,ES,Municipal,36,25,24,24,"69,44","66,67","66,67","479,81","470,44","462,83","480,25","557,6","489,95","104,8","121,6",100,"115,2",116,25,23,0,0,1,0,1,0,0,0,92,0,0,4,0,4,0,0,0
2021,ES,Privada,3177,2994,2939,2936,"94,24","92,51","92,41","570,58","546,08","548,69","616,26","760,46","609,73","139,84","167,21","138,98","156,58","157,84",2994,2968,2,0,14,0,4,0,4,2,"99,13","0,07",0,"0,47",0,"0,13",0,"0,13","0,07"
2021,GO,Estadual,36250,17884,16678,16492,"49,34","46,01","45,5","482,57","471,99","458,81","495,4","546,88","494,98","108,1","125,95","104,36","116,61","91,87",17884,16944,28,86,438,0,296,19,47,26,"94,74","0,16","0,48","2,45",0,"1,66","0,11","0,26","0,15"
2021,GO,Federal,1399,1291,1256,1256,"92,28","89,78","89,78","558,49","534,66","518,78","575,66","674,75","573,93","127,47","151,26","124,96","138,28","132,78",1291,1266,1,0,19,0,2,1,2,0,"98,06","0,08",0,"1,47",0,"0,15","0,08","0,15",0
2021,GO,Municipal,118,73,72,71,"61,86","61,02","60,17","483,92","469,72","463,72","492,42","588,77","502,64","114,79","131,78","113,97","123,29","104,93",73,72,0,0,1,0,0,0,0,0,"98,63",0,0,"1,37",0,0,0,0,0
2021,GO,Privada,7196,6825,6693,6687,"94,84","93,01","92,93","565,12","543,51","538,83","603,51","748,21","601,28","137,76","165,49","137,55","154,32","153,09",6825,6780,1,4,28,0,9,0,3,0,"99,34","0,01","0,06","0,41",0,"0,13",0,"0,04",0
2021,MA,Estadual,15577,12140,11552,11515,"77,94","74,16","73,92","466,53","453,65","447,7","474,66","541,31","479,24","106,35","123,71","103,68","115,85","91,72",12140,11272,14,86,331,0,357,8,48,24,"92,85","0,12","0,71","2,73",0,"2,94","0,07","0,4","0,2"
2021,MA,Federal,2417,2129,2055,2048,"88,08","85,02","84,73","527,06","507,27","496,01","546,83","663,02","550,56","125,94","148,27","124,03","137,35","127,44",2129,2064,2,2,35,0,15,1,8,2,"96,95","0,09","0,09","1,64",0,"0,7","0,05","0,38","0,09"
2021,MA,Municipal,84,50,45,45,"59,52","53,57","53,57","456,04","433,05","447,3","486,44","525,2","477,85","100,8","123,2","101,6","110,4","89,2",50,44,0,0,4,0,2,0,0,0,88,0,0,8,0,4,0,0,0
2021,MA,Privada,3062,2931,2882,2880,"95,72","94,12","94,06","546,49","523,56","514,41","576,95","744,12","582,48","137,46","164,83","137,54","154,51","149,78",2931,2885,0,4,27,0,5,0,10,0,"98,43",0,"0,14","0,92",0,"0,17",0,"0,34",0
2021,MG,Estadual,39092,28699,26962,26904,"73,41","68,97","68,82","504,05","493,01","474,53","521,94","580,21","517,92","114,4","131,11","108,96","121,41","104,33",28699,27432,31,120,670,0,335,16,79,16,"95,59","0,11","0,42","2,33",0,"1,17","0,06","0,28","0,06"
2021,MG,Federal,5834,5455,5386,5378,"93,5","92,32","92,18","590,72","562,32","556,85","639,63","738,49","618,51","137,52","163,8","135,56","150,69","150,91",5455,5404,3,1,33,0,9,1,4,0,"99,07","0,05","0,02","0,6",0,"0,16","0,02","0,07",0
2021,MG,Municipal,629,490,477,477,"77,9","75,83","75,83","534,07","521,12","503,68","560,8","637,71","553,19","124,29","143,31","117,92","132,12","120,08",490,481,0,0,8,0,1,0,0,0,"98,16",0,0,"1,63",0,"0,2",0,0,0
2021,MG,Privada,18681,18011,17780,17769,"96,41","95,18","95,12","588,43","561,75","559,18","641,38","783,08","627,67","143,64","172,52","143,32","161,14","162,46",18011,17910,6,5,56,0,19,0,13,2,"99,44","0,03","0,03","0,31",0,"0,11",0,"0,07","0,01"
2021,MS,Estadual,7272,5443,5064,5051,"74,85","69,64","69,46","484,96","474,32","460,65","498,16","542,4","495,41","109,29","123,56","103,35","115,45","90,76",5443,5148,10,23,137,0,96,4,22,3,"94,58","0,18","0,42","2,52",0,"1,76","0,07","0,4","0,06"
2021,MS,Federal,1036,873,846,842,"84,27","81,66","81,27","552,82","535,19","523,98","588,75","651,45","572,15","125,38","146,85","120,18","134,09","124,95",873,855,0,0,11,0,2,0,5,0,"97,94",0,0,"1,26",0,"0,23",0,"0,57",0
2021,MS,Municipal,31,15,15,14,"48,39","48,39","45,16","423,46","458,71","467,93","478,54",492,"466,77","93,33","117,33","94,67",100,"86,67",15,14,0,0,0,0,1,0,0,0,"93,33",0,0,0,0,"6,67",0,0,0
2021,MS,Privada,2333,2224,2178,2174,"95,33","93,36","93,18","556,99","538,28","536,41","604,33","726,05","593,98","136,54","159,24","134,33","150,61","145,32",2224,2204,1,0,12,0,2,0,5,0,"99,1","0,04",0,"0,54",0,"0,09",0,"0,22",0
2021,MT,Estadual,8194,5925,5483,5466,"72,31","66,91","66,71","480,9","464,47","459,88","491,56","538,09","491,18","106,11","123,51","101,62","113,98","92,87",5925,5551,4,22,213,0,98,5,27,5,"93,69","0,07","0,37","3,59",0,"1,65","0,08","0,46","0,08"
2021,MT,Federal,1616,1433,1392,1384,"88,68","86,14","85,64","542,86","522,13","507,91","562,12","660,39","561,67","124,56",149,"121,72","136,27","128,83",1433,1393,0,1,27,0,5,1,6,0,"97,21",0,"0,07","1,88",0,"0,35","0,07","0,42",0
2021,MT,Municipal,45,26,22,22,"57,78","48,89","48,89","467,13","440,41","428,05","460,72",460,"453,6","97,69","105,38","81,54","104,62","70,77",26,23,0,0,0,0,3,0,0,0,"88,46",0,0,0,0,"11,54",0,0,0
2021,MT,Privada,2848,2726,2682,2681,"95,72","94,17","94,14","553,94","529,98","528,86","592,57","728,47","587,6","134,3","163,07","133,77","150,35","146,98",2726,2697,0,6,15,0,6,1,1,0,"98,94",0,"0,22","0,55",0,"0,22","0,04","0,04",0
2021,PA,Estadual,17561,13595,12850,12812,"77,42","73,17","72,96","472,44","453,47","449,62","474,41","554,66","483,69","106,53","125,99","105,96","117,94","98,24",13595,12723,17,91,412,0,233,14,81,24,"93,59","0,13","0,67","3,03",0,"1,71","0,1","0,6","0,18"
2021,PA,Federal,1380,1199,1158,1158,"86,88","83,91","83,91","537,16","513,8","505,21","551,78","670,69","557,37","124,75","148,41","125,2","138,45","133,88",1199,1171,3,1,12,0,5,1,6,0,"97,66","0,25","0,08",1,0,"0,42","0,08","0,5",0
2021,PA,Municipal,1354,949,893,889,"70,09","65,95","65,66","457,61","438,88","438,7","462,41","517,41","466,46","100,99","118,67","99,79","111,36","86,6",949,873,1,10,28,0,26,0,7,4,"91,99","0,11","1,05","2,95",0,"2,74",0,"0,74","0,42"
2021,PA,Privada,6634,6360,6249,6246,"95,87","94,2","94,15","546,91","522,45","515,6","563,22","744,84","579,96","135,07","164,86","137,93","154,73","152,25",6360,6279,5,11,48,0,6,1,9,1,"98,73","0,08","0,17","0,75",0,"0,09","0,02","0,14","0,02"
2021,PB,Estadual,11364,7890,7551,7537,"69,43","66,45","66,32","475,4","462,89","453,86","484,76","560,46",490,"106,79","127,91","104,94","117,82",103,7890,7384,7,46,271,0,133,3,40,6,"93,59","0,09","0,58","3,43",0,"1,69","0,04","0,51","0,08"
2021,PB,Federal,1721,1577,1557,1557,"91,63","90,47","90,47","545,99","521,01","508,06","568,37","709,77","571,84","131,07","158,92","130,59","145,59","143,59",1577,1544,1,2,20,0,9,0,1,0,"97,91","0,06","0,13","1,27",0,"0,57",0,"0,06",0
2021,PB,Municipal,44,30,27,27,"68,18","61,36","61,36","488,25","447,93","472,6","472,58",470,"479,81",92,110,"87,33","99,33","81,33",30,26,0,0,1,0,3,0,0,0,"86,67",0,0,"3,33",0,10,0,0,0
2021,PB,Privada,4518,4414,4362,4361,"97,7","96,55","96,53","555,26","529,67","527,41","593,02","750,24","592,27","136,61","165,78","137,78","156,04","154,03",4414,4357,3,5,38,0,4,0,7,0,"98,71","0,07","0,11","0,86",0,"0,09",0,"0,16",0
2021,PE,Estadual,30305,21622,20626,20580,"71,35","68,06","67,91","481,53","474,17","462,18","502,48","565,64","500,28","108,61","129,33","106,34","118,94","102,43",21622,20211,22,127,767,0,340,19,105,31,"93,47","0,1","0,59","3,55",0,"1,57","0,09","0,49","0,14"
2021,PE,Federal,1608,1467,1446,1440,"91,23","89,93","89,55","572,4","548,26","542,12","615,76","702,19","597,69","131,64","156,77","130,58","143,56","139,65",1467,1435,0,1,23,0,5,0,0,3,"97,82",0,"0,07","1,57",0,"0,34",0,0,"0,2"
2021,PE,Municipal,37,18,15,15,"48,65","40,54","40,54","459,82","454,36","438,85","485,21","485,56","473,71","104,44","112,22","94,44","101,11","73,33",18,17,0,0,0,0,1,0,0,0,"94,44",0,0,0,0,"5,56",0,0,0
2021,PE,Privada,8277,8030,7930,7928,"97,02","95,81","95,78","553,18","534,69","525,72","598,78","722,34","588,04","133,92","161,2","134,1","148,89","144,23",8030,7903,4,11,74,0,22,3,12,1,"98,42","0,05","0,14","0,92",0,"0,27","0,04","0,15","0,01"
2021,PI,Estadual,8367,6587,6365,6347,"78,73","76,07","75,86","469,98","455,73","447,99","477,55","557,5","483,83","107,04","128,41","105,68","119,27","97,09",6587,6234,3,52,126,0,120,9,27,16,"94,64","0,05","0,79","1,91",0,"1,82","0,14","0,41","0,24"
2021,PI,Federal,1363,1285,1267,1267,"94,28","92,96","92,96","524,03","508,56","493,16","555,47","688,45","554,81","127,83","156,2","127,14","142,18","135,1",1285,1261,2,0,11,0,8,0,3,0,"98,13","0,16",0,"0,86",0,"0,62",0,"0,23",0
2021,PI,Municipal,76,59,57,57,"77,63",75,75,"444,79","423,97","425,39","441,97","495,25","448,25","95,25","116,61","94,92","104,41","84,07",59,53,0,1,3,0,2,0,0,0,"89,83",0,"1,69","5,08",0,"3,39",0,0,0
2021,PI,Privada,3725,3636,3601,3598,"97,61","96,67","96,59","562,57","542,14","538,36","606,36","786,57","608,12","141,87","174,58","146,22","163,29","160,61",3636,3603,0,3,19,0,3,0,8,0,"99,09",0,"0,08","0,52",0,"0,08",0,"0,22",0
2021,PR,Estadual,26641,20352,19159,19123,"76,39","71,92","71,78","504,68","491,49","476,96","515,91","556,14","511,97","113,07","126,58","105,98","117,5","93,01",20352,19626,20,70,407,0,165,14,39,11,"96,43","0,1","0,34",2,0,"0,81","0,07","0,19","0,05"
2021,PR,Federal,1633,1446,1415,1413,"88,55","86,65","86,53","576,66","554,48","542,45","608,63","672,32","592,23","131,81","151,27","125,34","136,06","127,84",1446,1433,0,0,9,0,3,0,1,0,"99,1",0,0,"0,62",0,"0,21",0,"0,07",0
2021,PR,Municipal,65,39,35,35,60,"53,85","53,85","497,42","479,87","466,48","505,96","493,85","499,41","101,54","118,46","95,38","102,05","76,41",39,34,1,0,3,0,1,0,0,0,"87,18","2,56",0,"7,69",0,"2,56",0,0,0
2021,PR,Privada,14026,12820,12480,12467,"91,4","88,98","88,88","562,98","542,77","540,83","606,67","684,19","589,47","131,92","151,77","126,35","140,83","133,32",12820,12656,7,5,109,0,24,1,15,3,"98,72","0,05","0,04","0,85",0,"0,19","0,01","0,12","0,02"
2021,RJ,Estadual,26550,19943,18471,18427,"75,11","69,57","69,4","497,17","487,05","465,52","504,38","559,62","506,46","113,17","127,18","105,63","117,94","95,71",19943,18943,20,51,526,0,283,11,85,24,"94,99","0,1","0,26","2,64",0,"1,42","0,06","0,43","0,12"
2021,RJ,Federal,4260,3819,3731,3727,"89,65","87,58","87,49","592,22","566,24","553,79","632,44","721,35","614,73","137,52","158,79","132,91","147,17","144,95",3819,3783,0,1,26,0,6,0,2,1,"99,06",0,"0,03","0,68",0,"0,16",0,"0,05","0,03"
2021,RJ,Municipal,575,399,363,362,"69,39","63,13","62,96","512,43","496,53","478,83","519,3","575,74","520,95","114,69","131,03","106,62","120,3","103,11",399,379,0,1,14,0,4,1,0,0,"94,99",0,"0,25","3,51",0,1,"0,25",0,0
2021,RJ,Privada,23254,22328,21842,21810,"96,02","93,93","93,79","563,68","542,8","531,91","602,59","727,64","595,09","137,01","160,7","133,58","150,66","145,69",22328,22100,8,10,132,0,50,4,22,2,"98,98","0,04","0,04","0,59",0,"0,22","0,02","0,1","0,01"
2021,RN,Estadual,6572,5247,5003,4992,"79,84","76,13","75,96","482,61","469,62","458,47","488,7","558,59","494,05","108,52","126,88","105,01","118,04","100,15",5247,4964,14,33,141,0,67,5,18,5,"94,61","0,27","0,63","2,69",0,"1,28","0,1","0,34","0,1"
2021,RN,Federal,2666,2501,2466,2461,"93,81","92,5","92,31","574,34","550,99","536,6","613,29","725,65","601,68","135,38","161,37","134,3","148,92","145,69",2501,2464,3,0,27,0,4,0,2,1,"98,52","0,12",0,"1,08",0,"0,16",0,"0,08","0,04"
2021,RN,Municipal,22,13,13,13,"59,09","59,09","59,09","480,48","486,37","467,75","499,14","396,92","466,13","84,62","92,31","78,46","84,62","56,92",13,10,0,0,1,0,2,0,0,0,"76,92",0,0,"7,69",0,"15,38",0,0,0
2021,RN,Privada,3679,3603,3555,3553,"97,93","96,63","96,58","556,24","532,94","528,38","589,71","742,73","591,05","135,48","165,59","135,76","153,63","152,27",3603,3558,1,4,22,0,12,0,6,0,"98,75","0,03","0,11","0,61",0,"0,33",0,"0,17",0
2021,RO,Estadual,6061,3926,3547,3527,"64,77","58,52","58,19","476,53","463,48","459,31","490,54","538,38","490,79","104,23","123,11","100,76","114,3","95,98",3926,3624,2,35,148,0,79,5,20,13,"92,31","0,05","0,89","3,77",0,"2,01","0,13","0,51","0,33"
2021,RO,Federal,878,755,724,721,"85,99","82,46","82,12","527,55","510,61","497,47","550,1","642,01","548,63","121,46","144,42","118,94","131,87","125,32",755,733,1,2,14,0,3,0,2,0,"97,09","0,13","0,26","1,85",0,"0,4",0,"0,26",0
2021,RO,Municipal,27,10,10,10,"37,04","37,04","37,04","475,46","471,03","469,34","460,43",508,"476,85",94,114,100,108,92,10,9,0,0,0,0,0,0,1,0,90,0,0,0,0,0,0,10,0
2021,RO,Privada,733,699,684,684,"95,36","93,32","93,32","543,71","528,98","520,75","574,92","710,59","576,79","132,02","158,94","131,33","146,01","142,29",699,692,0,0,2,0,2,0,3,0,99,0,0,"0,29",0,"0,29",0,"0,43",0
2021,RR,Estadual,1296,891,842,839,"68,75","64,97","64,74","486,69","474,8","465,25","490,17","521,28","490,41","106,37","118,72","101,73","111,6","82,85",891,816,0,6,42,0,16,1,8,2,"91,58",0,"0,67","4,71",0,"1,8","0,11","0,9","0,22"
2021,RR,Federal,268,208,200,200,"77,61","74,63","74,63","526,56","519,13","496,86","541,34","614,13","542,99",120,"136,73","116,83","127,31","113,27",208,198,1,0,4,0,3,0,1,1,"95,19","0,48",0,"1,92",0,"1,44",0,"0,48","0,48"
2021,RR,Privada,222,206,195,195,"92,79","87,84","87,84",543,"527,8","515,1","548,88","676,89","565,52","129,42","151,65","126,31","138,93","130,58",206,200,0,1,4,0,0,0,1,0,"97,09",0,"0,49","1,94",0,0,0,"0,49",0
2021,RS,Estadual,23546,18291,17144,17105,"77,68","72,81","72,65","511,22","496,66","479,78","523,07","579,45","521,24","117,33","129,51","109,65","121,67","101,3",18291,17565,8,28,449,0,162,16,51,12,"96,03","0,04","0,15","2,45",0,"0,89","0,09","0,28","0,07"
2021,RS,Federal,2805,2397,2335,2334,"85,45","83,24","83,21","582,66","557,84","548,01","619,85","683,45","600,34","132,02","151,11","126,44","139,31","134,57",2397,2360,2,0,25,0,4,0,6,0,"98,46","0,08",0,"1,04",0,"0,17",0,"0,25",0
2021,RS,Municipal,343,249,235,234,"72,59","68,51","68,22","498,33","486,58","476,4","517,67","535,34","507,66","108,35","121,69","100,8","112,77","91,73",249,233,0,0,13,0,3,0,0,0,"93,57",0,0,"5,22",0,"1,2",0,0,0
2021,RS,Privada,9109,8607,8402,8388,"94,49","92,24","92,08","577,76","558,09","543,03","617,36","729,37","606,82","138,12","160,17","133,82","148,98","148,29",8607,8510,3,1,77,0,8,0,6,2,"98,87","0,03","0,01","0,89",0,"0,09",0,"0,07","0,02"
2021,SC,Estadual,16093,11760,10902,10887,"73,08","67,74","67,65","507,89","488,48","483,58","518,83","567,2","516,04","114,99","128,16","107,58","119,01","97,45",11760,11341,15,17,266,0,83,5,26,7,"96,44","0,13","0,14","2,26",0,"0,71","0,04","0,22","0,06"
2021,SC,Federal,2483,2169,2091,2088,"87,35","84,21","84,09","580,48","552,33","545,1","616,11","681,38",597,"131,05","152,62","125,6","138,19","133,92",2169,2140,0,1,25,0,2,0,1,0,"98,66",0,"0,05","1,15",0,"0,09",0,"0,05",0
2021,SC,Municipal,98,60,54,53,"61,22","55,1","54,08","526,33","500,71","506,15","539,05","567,67","535,08",113,"129,33",105,"115,33",105,60,58,0,0,1,0,1,0,0,0,"96,67",0,0,"1,67",0,"1,67",0,0,0
2021,SC,Privada,7720,7054,6859,6851,"91,37","88,85","88,74","572,43","550,42","548,62","619,38","712,9","602,18","135,03","157,68","131,18","146,78","142,23",7054,6977,3,2,54,0,11,0,7,0,"98,91","0,04","0,03","0,77",0,"0,16",0,"0,1",0
2021,SE,Estadual,5390,4059,3828,3822,"75,31","71,02","70,91","477,91","463,69","458,35","492,59",577,"497,64","108,8","132,36","107,29","121,43","107,11",4059,3811,4,30,106,0,76,2,23,7,"93,89","0,1","0,74","2,61",0,"1,87","0,05","0,57","0,17"
2021,SE,Federal,321,295,288,288,"91,9","89,72","89,72","549,22","522,84","522,15","580,2","693,36","575,77","127,53","155,93","129,02","142,92","137,97",295,292,0,1,2,0,0,0,0,0,"98,98",0,"0,34","0,68",0,0,0,0,0
2021,SE,Municipal,10,5,5,5,50,50,50,"421,68","444,34","417,3","481,3",652,"483,32",124,144,124,136,124,5,5,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2021,SE,Privada,2759,2686,2651,2649,"97,35","96,09","96,01","554,83","531,95","526,85","585,75","758,03","592,84","137,37","166,9","138,83","156,65","158,28",2686,2646,1,6,23,0,4,0,6,0,"98,51","0,04","0,22","0,86",0,"0,15",0,"0,22",0
2021,SP,Estadual,77196,59751,56475,56328,"77,4","73,16","72,97","518,24","508,82","481,13","535,3","578,8","526,99","116,32","131,42","109,2","120,99","100,86",59751,57904,39,97,1000,0,486,29,152,44,"96,91","0,07","0,16","1,67",0,"0,81","0,05","0,25","0,07"
2021,SP,Federal,2049,1853,1824,1820,"90,43","89,02","88,82","569,16","549,98","528,95","609,47","681,31","588,95","131,37","151,81","125,59","139,5","133,04",1853,1829,0,0,17,0,4,0,2,1,"98,7",0,0,"0,92",0,"0,22",0,"0,11","0,05"
2021,SP,Municipal,2955,2331,2208,2202,"78,88","74,72","74,52","528,66","517,9","493,44","553,08","602,62","541,09","119,68",136,"112,97","124,89","109,07",2331,2278,0,3,32,0,14,1,3,0,"97,73",0,"0,13","1,37",0,"0,6","0,04","0,13",0
2021,SP,Privada,57273,53985,52740,52658,"94,26","92,09","91,94","567,32","548,77","543,51","614,44","702,8","596,46","134,1","155,25","129,81","144,05","139,59",53985,53616,17,21,218,0,72,7,32,2,"99,32","0,03","0,04","0,4",0,"0,13","0,01","0,06",0
2021,TO,Estadual,5051,3459,3238,3229,"68,48","64,11","63,93","466,57","454,57","448,77","481,77","543,37","482,38","106,92","125,6","103,93","116,5","90,43",3459,3289,3,22,68,0,58,3,11,5,"95,09","0,09","0,64","1,97",0,"1,68","0,09","0,32","0,14"
2021,TO,Federal,552,500,489,487,"90,58","88,59","88,22","532,34","516,9","502,43","559,08","653,76","554,13","124,36","150,44","121,44","134,28","123,24",500,494,0,0,4,0,2,0,0,0,"98,8",0,0,"0,8",0,"0,4",0,0,0
2021,TO,Municipal,14,6,5,4,"42,86","35,71","28,57","490,68","483,3","509,24","510,3",570,"532,11","123,33","133,33","113,33","126,67","73,33",6,6,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
2021,TO,Privada,843,788,775,774,"93,48","91,93","91,81","556,94","535,58","534,62","589,85","738,81","591,93","134,85","167,64","136,09","152,82","147,41",788,781,0,0,7,0,0,0,0,0,"99,11",0,0,"0,89",0,0,0,0,0
2022,AC,Estadual,3458,2435,2244,2235,"70,42","64,89","64,63","488,48","477,07","464,78","491,25","547,01","498,77","106,55","124,49","102,93","117,09","95,94",2435,2233,6,55,71,0,50,1,15,4,"91,7","0,25","2,26","2,92",0,"2,05","0,04","0,62","0,16"
